,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
280,"frozenset({'age_>60', 'exang_True'})",frozenset({'cp_asymptomatic'}),0.32142857142857145,0.8214285714285714,0.32142857142857145,1.0,1.2173913043478262,1.0,0.057397959183673464,inf,0.26315789473684204,0.391304347826087,1.0,0.6956521739130435
337,"frozenset({'fbs_False', 'cp_asymptomatic', 'exang_True'})",frozenset({'sex_Male'}),0.39285714285714285,0.9285714285714286,0.39285714285714285,1.0,1.0769230769230769,1.0,0.028061224489795922,inf,0.11764705882352941,0.4230769230769231,1.0,0.7115384615384616
477,"frozenset({'thalch_Normal', 'fbs_False', 'exang_True'})",frozenset({'sex_Male'}),0.35714285714285715,0.9285714285714286,0.35714285714285715,1.0,1.0769230769230769,1.0,0.025510204081632626,inf,0.11111111111111101,0.38461538461538464,1.0,0.6923076923076923
463,"frozenset({'thalch_Normal', 'oldpeak_Severe', 'cp_asymptomatic'})",frozenset({'sex_Male'}),0.32142857142857145,0.9285714285714286,0.32142857142857145,1.0,1.0769230769230769,1.0,0.022959183673469385,inf,0.10526315789473681,0.34615384615384615,1.0,0.6730769230769231
449,"frozenset({'chol_High', 'thalch_Normal', 'cp_asymptomatic'})",frozenset({'sex_Male'}),0.35714285714285715,0.9285714285714286,0.35714285714285715,1.0,1.0769230769230769,1.0,0.025510204081632626,inf,0.11111111111111101,0.38461538461538464,1.0,0.6923076923076923
435,"frozenset({'thalch_Normal', 'age_40-60', 'cp_asymptomatic'})",frozenset({'sex_Male'}),0.32142857142857145,0.9285714285714286,0.32142857142857145,1.0,1.0769230769230769,1.0,0.022959183673469385,inf,0.10526315789473681,0.34615384615384615,1.0,0.6730769230769231
210,"frozenset({'oldpeak_Severe', 'exang_True'})",frozenset({'sex_Male'}),0.35714285714285715,0.9285714285714286,0.35714285714285715,1.0,1.0769230769230769,1.0,0.025510204081632626,inf,0.11111111111111101,0.38461538461538464,1.0,0.6923076923076923
407,"frozenset({'chol_High', 'cp_asymptomatic', 'exang_True'})",frozenset({'sex_Male'}),0.32142857142857145,0.9285714285714286,0.32142857142857145,1.0,1.0769230769230769,1.0,0.022959183673469385,inf,0.10526315789473681,0.34615384615384615,1.0,0.6730769230769231
395,"frozenset({'age_>60', 'exang_True'})","frozenset({'sex_Male', 'cp_asymptomatic'})",0.32142857142857145,0.75,0.32142857142857145,1.0,1.3333333333333333,1.0,0.08035714285714285,inf,0.36842105263157887,0.4285714285714286,1.0,0.7142857142857143
392,"frozenset({'age_>60', 'cp_asymptomatic', 'exang_True'})",frozenset({'sex_Male'}),0.32142857142857145,0.9285714285714286,0.32142857142857145,1.0,1.0769230769230769,1.0,0.022959183673469385,inf,0.10526315789473681,0.34615384615384615,1.0,0.6730769230769231
390,"frozenset({'sex_Male', 'age_>60', 'exang_True'})",frozenset({'cp_asymptomatic'}),0.32142857142857145,0.8214285714285714,0.32142857142857145,1.0,1.2173913043478262,1.0,0.057397959183673464,inf,0.26315789473684204,0.391304347826087,1.0,0.6956521739130435
192,"frozenset({'age_>60', 'exang_True'})",frozenset({'sex_Male'}),0.32142857142857145,0.9285714285714286,0.32142857142857145,1.0,1.0769230769230769,1.0,0.022959183673469385,inf,0.10526315789473681,0.34615384615384615,1.0,0.6730769230769231
505,"frozenset({'fbs_False', 'oldpeak_Severe', 'thalch_Normal'})",frozenset({'sex_Male'}),0.35714285714285715,0.9285714285714286,0.35714285714285715,1.0,1.0769230769230769,1.0,0.025510204081632626,inf,0.11111111111111101,0.38461538461538464,1.0,0.6923076923076923
198,"frozenset({'chol_High', 'exang_True'})",frozenset({'sex_Male'}),0.35714285714285715,0.9285714285714286,0.35714285714285715,1.0,1.0769230769230769,1.0,0.025510204081632626,inf,0.11111111111111101,0.38461538461538464,1.0,0.6923076923076923
204,"frozenset({'thalch_Normal', 'exang_True'})",frozenset({'sex_Male'}),0.42857142857142855,0.9285714285714286,0.42857142857142855,1.0,1.0769230769230769,1.0,0.030612244897959162,inf,0.12499999999999993,0.4615384615384615,1.0,0.7307692307692307
102,"frozenset({'cp_asymptomatic', 'exang_True'})",frozenset({'sex_Male'}),0.5,0.9285714285714286,0.5,1.0,1.0769230769230769,1.0,0.0357142857142857,inf,0.1428571428571428,0.5384615384615384,1.0,0.7692307692307692
